,id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
438031,438032,UA,546,PHX,SFO,7,662,137,0
411530,411531,US,1197,PHL,PHX,5,820,316,1
347674,347675,XE,5958,BHM,ORD,2,360,137,0
20551,20552,WN,350,MDW,MCO,4,485,155,0
479760,479761,HA,135,OGG,HNL,2,908,34,1
164497,164498,YV,2865,FLG,PHX,5,770,65,0
209295,209296,UA,369,SAT,DEN,1,522,144,1
124690,124691,EV,5538,BNA,ATL,3,562,68,0
227137,227138,AA,1331,DFW,SAT,2,525,70,0
512034,512035,B6,1276,MCO,BOS,4,661,162,1
300642,300643,WN,1946,PHX,BOS,6,635,300,0
452164,452165,YV,1048,LIH,HNL,1,435,29,0
513423,513424,WN,34,FLL,HOU,4,730,175,1
511786,511787,HA,143,HNL,LIH,4,650,37,0
218892,218893,MQ,3933,ICT,ORD,1,1025,120,0
246308,246309,WN,1589,BOS,BWI,3,625,90,0
264411,264412,WN,2254,DAL,SAT,4,640,65,0
457207,457208,US,1701,CLT,DCA,1,695,76,1
400730,400731,WN,782,MDW,HOU,4,1195,170,1
250548,250549,WN,1775,RDU,PHL,3,855,80,1
518064,518065,B6,1254,IAD,BOS,4,980,90,1
201400,201401,WN,1006,BNA,MDW,7,1055,90,0
470370,470371,WN,3584,MCI,BNA,2,420,95,1
94506,94507,XE,2487,LFT,IAH,1,810,57,0
32833,32834,9E,4283,CMH,CVG,4,1130,49,0
499365,499366,HA,544,HNL,OGG,3,966,37,1
230282,230283,CO,58,DEN,IAH,2,695,139,1
86524,86525,CO,162,ONT,IAH,1,405,187,0
249394,249395,YV,7280,ORD,BTV,3,794,116,0
8129,8130,US,1186,MEM,CLT,3,765,93,0
359958,359959,WN,293,SAN,OAK,2,995,85,1
17847,17848,AA,552,SFO,MIA,4,360,315,0
441599,441600,AA,1074,DFW,ATL,7,855,125,1
12235,12236,DL,1523,BOS,DTW,3,988,140,1
168866,168867,XE,5944,PNS,ORD,5,1001,139,0
518679,518680,FL,297,ATL,HOU,4,1011,136,0
6746,6747,OH,6313,GRR,CVG,3,690,71,0
450508,450509,UA,435,BDL,IAD,1,360,91,0
531310,531311,DL,170,LAS,SLC,5,728,84,1
374822,374823,WN,215,MDW,CMH,3,810,65,1
288516,288517,DL,1213,ROC,ATL,5,940,144,1
29409,29410,WN,2020,GEG,BOI,4,945,60,0
91782,91783,US,796,LAX,PHL,1,670,305,1
121896,121897,AS,527,BUR,SEA,3,420,160,0
296927,296928,OO,3077,IND,MKE,6,432,63,1
82697,82698,US,1952,FLL,CLT,7,1145,120,1
297482,297483,CO,627,BWI,IAH,6,465,210,1
245228,245229,B6,600,JFK,PWM,3,570,81,1
292560,292561,DL,2557,JFK,SAN,5,1150,390,0
339072,339073,WN,654,PHX,LAX,1,860,85,1
143892,143893,OH,6354,PHL,CVG,4,640,127,0
392860,392861,US,1179,CLT,IAH,4,785,167,1
411930,411931,OO,6935,MKE,ORD,5,842,50,0
16045,16046,XE,2830,IAH,JAN,3,1192,75,1
521141,521142,DL,1956,CVG,BOS,4,1140,119,1
447625,447626,DL,2818,MCO,ATL,7,1170,97,1
142488,142489,AS,139,ORD,ANC,4,570,413,0
493672,493673,DL,2375,SLC,SFO,3,670,127,1
245683,245684,DL,2435,DCA,TPA,3,595,140,0
464660,464661,FL,551,BUF,ATL,1,1081,139,1
324080,324081,CO,1712,SJU,IAH,7,1037,288,1
244728,244729,DL,2639,DCA,ATL,3,540,125,0
166674,166675,XE,2631,IAH,LFT,5,885,54,0
361468,361469,WN,1930,LAS,HOU,2,1070,175,1
379137,379138,EV,7094,IAD,DAY,3,1037,87,0
81234,81235,US,738,PIT,PHL,7,1065,76,0
133892,133893,DL,1522,GRR,DTW,3,1055,65,1
114261,114262,OO,6610,GJT,DEN,2,934,52,0
483513,483514,WN,313,CLE,MDW,2,1100,80,1
210547,210548,DL,2616,LAS,DTW,1,590,240,1
298044,298045,EV,7112,IAD,ROC,6,495,72,1
489869,489870,DL,1078,LGA,MSY,3,475,217,0
458634,458635,XE,2780,IAH,ORF,1,770,158,0
261488,261489,DL,2007,CLT,MSP,4,495,180,0
357193,357194,HA,348,HNL,KOA,2,851,44,1
369337,369338,US,612,PDX,PHX,3,525,148,0
515951,515952,CO,1181,EWR,ORD,4,870,155,1
46417,46418,EV,7304,MLB,ATL,5,890,102,0
482793,482794,DL,2008,DEN,MSP,2,1065,118,1
74414,74415,US,1494,CLT,ALB,7,705,122,1
505084,505085,OO,4806,MSP,BIS,3,1310,81,1
154403,154404,MQ,3924,TUL,ORD,4,1195,110,1
408545,408546,F9,226,SMF,DEN,5,660,134,0
428323,428324,WN,1924,MDW,MHT,6,1015,125,1
53213,53214,AA,10,LAX,JFK,5,1290,305,0
205699,205700,OH,6549,MFE,MEM,1,345,118,0
109762,109763,OO,6606,DEN,MLI,2,688,120,1
537583,537584,WN,424,LAS,BUR,5,1110,65,1
12939,12940,9E,4194,MSP,BMI,3,1025,95,0
474823,474824,F9,846,SEA,DEN,2,651,150,1
463412,463413,WN,879,DEN,TPA,1,1020,205,1
177762,177763,CO,497,IAH,LAS,6,555,197,0
75359,75360,XE,5979,ORD,FSD,7,754,96,0
56444,56445,DL,2143,EWR,ATL,6,500,160,0
537490,537491,MQ,2870,HOU,DFW,5,1105,70,0
533040,533041,YV,2653,ORF,CLT,5,825,85,0
63538,63539,WN,493,TPA,PBI,6,915,55,1
279383,279384,DL,2813,GRR,MSP,5,469,101,0
64165,64166,MQ,4249,BDL,ORD,6,960,165,0
488650,488651,XE,5951,ORD,MDT,3,415,97,0
388572,388573,AA,1273,DFW,RNO,4,565,220,1
159792,159793,WN,577,TPA,BUF,5,525,160,0
451585,451586,9E,4356,GTR,MEM,1,415,60,0
261843,261844,US,235,DTW,CLT,4,510,106,1
189672,189673,AA,24,SFO,JFK,7,425,325,1
78370,78371,WN,115,DEN,SLC,7,915,90,1
532936,532937,WN,620,RNO,LAS,5,820,75,1
139760,139761,AA,430,DFW,STL,4,430,90,0
27654,27655,EV,7131,CAE,IAD,4,855,83,0
94776,94777,WN,257,FLL,JAX,1,825,75,0
173657,173658,EV,5355,DTW,ROA,5,1300,90,0
272675,272676,F9,376,DEN,MKE,4,1070,133,1
385328,385329,OO,6334,ICT,DEN,4,400,96,0
256872,256873,WN,826,SLC,PHX,3,1195,100,1
40166,40167,OH,6264,CVG,XNA,5,565,125,0
209335,209336,DL,1272,ATL,SRQ,1,525,102,1
357876,357877,XE,3121,LIT,IAH,2,885,85,1
385459,385460,OO,6761,ORD,SBN,4,407,39,0
46978,46979,OO,6938,BUR,DEN,5,919,141,0
48856,48857,AS,683,ORD,PDX,5,1020,265,0
158703,158704,WN,3238,MDW,LGA,5,475,150,1
131229,131230,AA,1827,AUS,DFW,3,915,65,1
214442,214443,OO,4679,BZN,SLC,1,790,71,1
270197,270198,OO,6256,FWA,ORD,4,942,63,0
20017,20018,9E,4310,MEM,ATL,4,460,90,1
172018,172019,DL,1823,ATL,JAX,5,1166,79,0
522106,522107,FL,240,RIC,ATL,4,1189,106,1
498679,498680,WN,1241,PDX,BOI,3,930,65,1
349631,349632,UA,537,BOS,SFO,2,460,413,1
98643,98644,OO,4520,SLC,FCA,1,1031,104,0
314892,314893,WN,257,MDW,FLL,7,545,185,0
167190,167191,OO,4470,FAR,MSP,5,912,66,1
356723,356724,US,651,SFO,PHL,2,825,312,0
428878,428879,AA,1188,DFW,DCA,6,1050,160,0
65160,65161,MQ,3933,ICT,ORD,6,1025,120,1
358552,358553,WN,2461,DAL,AUS,2,920,50,1
401035,401036,US,894,CLT,ATL,4,1215,80,1
482264,482265,AA,2094,DFW,MCO,2,1040,150,1
225783,225784,OO,7006,PDX,LAX,2,453,138,0
208886,208887,FL,601,BWI,RSW,1,505,161,0
524777,524778,DL,2782,MSY,MEM,5,375,79,0
525661,525662,DL,2507,OMA,MSP,5,426,84,0
417201,417202,DL,1787,MSP,SAN,5,1290,234,1
454011,454012,DL,2217,DTW,LAS,1,530,285,1
326561,326562,AA,417,BNA,DFW,7,1170,125,0
375333,375334,9E,3909,GRB,DTW,3,840,80,1
455541,455542,XE,2112,CVG,EWR,1,610,119,0
330578,330579,XE,2526,EWR,GRR,1,420,135,0
320759,320760,AA,1578,DFW,STL,7,865,95,0
494517,494518,WN,1921,LAX,PHX,3,710,75,1
475852,475853,DL,1436,DEN,DTW,2,701,169,0
448795,448796,WN,101,BWI,BUF,7,1245,65,0
319294,319295,AA,815,AUS,DFW,7,785,65,0
272827,272828,CO,1651,LGA,CLE,4,1079,100,1
381982,381983,WN,1183,ELP,SAT,3,1185,75,1
38746,38747,DL,2259,BDL,MSP,5,495,190,0
397406,397407,YV,1039,ITO,HNL,4,1020,47,1
174777,174778,XE,2680,ABQ,IAH,6,375,122,0
410722,410723,OO,6574,SFO,SMF,5,775,43,1
500159,500160,WN,1976,IND,MCI,3,1010,100,1
240311,240312,OO,6538,DEN,IDA,2,1286,98,0
372479,372480,DL,2684,MIA,DCA,3,690,142,0
386714,386715,B6,592,MCO,HPN,4,470,152,0
238212,238213,MQ,2942,DFW,CMI,2,1130,115,1
164921,164922,CO,1757,IAH,ATL,5,795,121,0
93644,93645,WN,755,MDW,STL,1,765,65,1
331719,331720,US,71,DEN,PHX,1,480,135,0
398115,398116,WN,371,DEN,BWI,4,1055,200,1
271126,271127,WN,1923,ABQ,SLC,4,990,95,1
429053,429054,XE,3027,IAH,HRL,6,1055,63,1
460336,460337,OO,6664,DEN,TUS,1,864,114,0
34048,34049,OO,6861,LAX,LAS,4,1192,70,0
185203,185204,MQ,4346,ROC,ORD,6,1005,125,1
348182,348183,EV,5288,JAN,MEM,2,390,69,0
28183,28184,UA,622,MSP,ORD,4,882,86,0
223296,223297,AA,533,DFW,SAN,1,1330,190,0
28259,28260,US,90,PHX,PDX,4,885,165,0
492255,492256,YV,2894,PHX,DRO,3,596,87,1
305838,305839,YV,2968,CVG,CLT,6,930,86,1
161626,161627,EV,7126,BUF,IAD,5,622,74,0
271503,271504,FL,356,ATL,LGA,4,1013,128,1
491992,491993,B6,64,TPA,JFK,3,585,145,0
156423,156424,UA,410,SMF,DEN,5,360,144,0
242907,242908,UA,333,PIT,ORD,3,447,102,1
496459,496460,AA,2435,ORD,PHX,3,815,235,1
113603,113604,EV,5135,ATL,ECP,2,898,75,0
259517,259518,WN,249,SJC,LAX,4,390,75,1
508716,508717,OO,6555,DEN,GJT,4,494,57,0
453994,453995,B6,1252,IAD,BOS,1,530,85,0
246825,246826,WN,429,SFO,LAX,3,655,80,0
516839,516840,AA,2450,LAX,DFW,4,915,175,0
307417,307418,WN,1529,SNA,SMF,6,1025,85,1
26560,26561,WN,1072,SEA,ABQ,4,795,165,0
235549,235550,AA,1825,ORD,SFO,2,985,280,0
162618,162619,MQ,3611,MIA,BHM,5,675,125,0
193681,193682,XE,2382,DAY,EWR,7,651,99,1
393521,393522,EV,5294,ATL,BNA,4,820,66,1
133737,133738,MQ,3944,JFK,BWI,3,1049,76,0
298427,298428,DL,661,ATL,STT,6,515,220,1
336635,336636,DL,2535,LGA,MSY,1,730,213,0
209272,209273,WN,595,SJC,RNO,1,520,55,0
517898,517899,DL,431,ATL,CLT,4,970,76,0
117791,117792,CO,183,BOS,IAH,2,1130,265,0
156506,156507,XE,5958,GRB,ORD,5,360,60,0
287696,287697,EV,5486,ATL,EYW,5,897,118,1
19555,19556,EV,5073,LEX,ATL,4,435,91,0
379236,379237,WN,989,LAX,PHX,3,1040,75,1
419364,419365,US,1540,PHX,CLT,6,473,217,0
30144,30145,WN,619,LAS,PIT,4,985,250,1
338725,338726,WN,1537,SAN,MDW,1,840,235,1
420754,420755,9E,3686,MEM,ICT,6,560,98,0
146336,146337,EV,5301,CAE,ATL,4,766,78,1
535682,535683,9E,4109,PVD,DTW,5,983,136,0
356358,356359,OH,6567,CLE,DTW,2,808,67,1
222081,222082,AA,1709,LGA,MIA,1,1200,185,1
176600,176601,UA,7,JFK,SFO,6,490,414,0
215931,215932,FL,801,BWI,BOS,1,870,80,0
337702,337703,XE,5902,ORD,LAN,1,786,52,0
268117,268118,9E,4256,DTW,ELM,4,835,78,0
78319,78320,AA,1827,AUS,DFW,7,915,65,1
131652,131653,OO,6395,ATL,ORD,3,936,129,1
97124,97125,OO,6758,DEN,AUS,1,954,126,1
491046,491047,US,990,IAH,CLT,3,530,144,0
447157,447158,F9,652,DEN,MDW,7,1145,137,0
139059,139060,XE,2281,PNS,IAH,4,390,100,1
313982,313983,WN,2882,SAT,HOU,7,500,50,0
457271,457272,AA,1120,MSP,ORD,1,700,90,0
498846,498847,HA,26,HNL,PDX,3,940,325,1
49737,49738,MQ,3703,ORD,ATL,5,1060,125,1
240392,240393,MQ,3263,DFW,GRK,2,1295,50,1
273395,273396,UA,849,PHL,LAX,4,1107,373,1
192854,192855,UA,410,DEN,CMH,7,606,163,0
149837,149838,MQ,3327,JAN,DFW,4,955,95,1
391463,391464,US,1484,MCO,DCA,4,710,123,0
252831,252832,DL,2142,ATL,EWR,3,980,139,1
149633,149634,WN,1427,BNA,MSY,4,940,95,1
111636,111637,WN,1381,DTW,MDW,2,790,65,1
91427,91428,CO,1569,SFO,IAH,1,655,224,1
294743,294744,OO,6584,ORD,MKG,5,1305,51,1
527954,527955,WN,1403,RDU,BNA,5,550,100,0
313152,313153,US,8,CLT,ORD,7,454,120,0
503055,503056,AA,1283,MIA,ORD,3,1160,195,1
24262,24263,WN,2461,DEN,AMA,4,675,70,0
64722,64723,DL,1437,BWI,DTW,6,995,99,0
362434,362435,WN,2020,PDX,SMF,2,1125,85,1
491623,491624,YV,2681,CLT,SRQ,3,564,107,1
191842,191843,UA,954,RDU,ORD,7,550,140,1
164734,164735,DL,2490,MSP,ATL,5,785,153,0
110109,110110,WN,1684,DEN,PDX,2,705,175,0
16308,16309,WN,988,OKC,DAL,3,1205,50,1
146767,146768,UA,560,SFO,SLC,4,790,112,1
495512,495513,EV,5064,EWR,CVG,3,765,135,1
374025,374026,WN,1139,MDW,BWI,3,770,110,1
248011,248012,OO,6375,ORD,CMX,3,717,81,0
436847,436848,DL,571,ATL,STT,7,600,226,1
121652,121653,AA,1114,MIA,LGA,3,405,170,0
148243,148244,DL,2644,SAN,MSP,4,870,216,0
482195,482196,OO,4623,SLC,BOI,2,1035,74,0
511221,511222,EV,7074,ROC,IAD,4,620,80,0
352549,352550,US,975,MSP,CLT,2,610,149,1
60678,60679,CO,259,DCA,IAH,6,740,206,0
327498,327499,EV,5285,ATL,LIT,7,1227,104,0
96135,96136,AA,520,SMF,DFW,1,900,200,0
94513,94514,DL,420,ATL,PHX,1,811,257,0
436987,436988,US,1294,PHL,CLT,7,605,121,1
42551,42552,UA,936,DEN,IAD,5,686,195,0
417204,417205,DL,1837,ATL,IAH,5,1290,142,0
520440,520441,XE,5992,GRB,ORD,4,1098,60,0
357281,357282,XE,2680,ORD,EWR,2,855,134,1
515738,515739,UA,52,KOA,LAX,4,857,323,0
31834,31835,US,787,CLT,ATL,4,1070,83,0
262058,262059,MQ,4216,ORD,OKC,4,520,135,1
519451,519452,9E,4331,STL,RDU,4,1050,120,0
190156,190157,WN,1601,TPA,PVD,7,455,165,0
23767,23768,9E,3789,ICT,ATL,4,652,132,0
69075,69076,DL,2490,PDX,MSP,7,410,196,0
192811,192812,MQ,3392,FSM,DFW,7,605,65,1
534883,534884,WN,3152,LAS,MCO,5,930,265,1
10445,10446,OO,6944,CLD,LAX,3,890,40,0
178594,178595,OO,4634,LGB,SLC,6,602,120,0
158948,158949,EV,5062,ATL,GSO,5,487,73,1
516449,516450,DL,487,LGA,PBI,4,895,186,1
284624,284625,9E,4371,SAV,DTW,5,735,142,1
66693,66694,9E,3980,MEM,MSN,6,1145,104,0
495201,495202,US,46,BUR,PHX,3,745,85,0
172653,172654,WN,120,MDW,PHX,5,1200,240,1
487777,487778,AA,1032,ONT,DFW,3,370,180,0
447524,447525,DL,2933,DTW,SAN,7,1165,302,1
487546,487547,UA,664,SFO,ORD,3,360,257,0
76157,76158,AA,589,RIC,DFW,7,800,210,0
198946,198947,B6,312,FLL,IAD,7,930,146,0
385508,385509,WN,424,ISP,MCO,4,410,170,1
199830,199831,OO,6475,LAX,YUM,7,976,70,0
451910,451911,B6,26,FLL,JFK,1,425,160,0
354673,354674,OO,6597,BZN,SFO,2,719,144,1
91306,91307,DL,1184,ATL,SLC,1,646,262,1
114921,114922,FL,1584,ATL,BKG,2,970,109,0
370291,370292,AS,55,SCC,BRW,3,578,45,1
253716,253717,EV,7138,IAD,MHT,3,1025,91,0
394803,394804,B6,119,JFK,MSY,4,889,213,1
183687,183688,DL,1917,ATL,DEN,6,905,201,0
151887,151888,WN,852,BUR,SJC,4,1055,65,0
26678,26679,FL,451,MSY,ATL,4,803,81,0
508487,508488,OO,6560,BOI,SFO,4,480,123,1
136495,136496,EV,7133,ORD,SAV,3,1200,124,1
219418,219419,US,627,PIT,PHX,1,1050,281,0
52616,52617,AA,1626,DFW,BNA,5,1225,100,0
386164,386165,EV,5069,AGS,ATL,4,440,83,0
405952,405953,EV,5018,ATL,BMI,5,520,115,1
150399,150400,AA,1580,DFW,DCA,4,985,155,0
510000,510001,EV,5041,ATL,TUL,4,555,134,1
241084,241085,EV,4998,XNA,ATL,3,360,119,0
186633,186634,WN,1488,FLL,ALB,6,1110,185,1
340511,340512,WN,143,MDW,SAN,1,935,275,1
57941,57942,OO,4701,SLC,LAX,6,585,119,0
7678,7679,DL,2472,TPA,ATL,3,740,94,0
122093,122094,9E,3854,MSP,CLE,3,425,115,1
522463,522464,AS,349,OAK,SEA,4,1210,120,0
192242,192243,DL,1280,ATL,JFK,7,575,144,1
299630,299631,WN,1560,HRL,SAT,6,580,55,1
70282,70283,AA,2305,ORD,DFW,7,485,150,1
234994,234995,DL,2988,MCO,CVG,2,955,133,0
212597,212598,XE,2964,IAH,DFW,1,690,69,0
507523,507524,MQ,2970,AEX,DFW,4,430,80,1
130550,130551,CO,53,LAX,IAH,3,880,190,0
297508,297509,OO,6825,COS,ORD,6,465,150,0
220425,220426,MQ,2944,MAF,DFW,1,1105,70,0
352588,352589,F9,659,MSP,DEN,2,612,130,1
381560,381561,AA,17,JFK,SFO,3,1165,400,0
520142,520143,WN,3857,PDX,RNO,4,1080,75,1
433178,433179,WN,1954,LAX,SFO,7,405,80,1
190086,190087,WN,1217,OAK,LAX,7,450,75,0
115342,115343,WN,644,BUR,SJC,2,990,65,0
126529,126530,WN,20,HOU,DAL,3,660,55,0
262594,262595,US,1838,RDU,PHL,4,545,80,0
402195,402196,AS,143,PDX,ANC,4,1330,237,0
64492,64493,WN,994,BNA,BHM,6,980,50,0
311167,311168,CO,503,LAX,EWR,6,1420,297,1
302438,302439,DL,2702,MCO,CVG,6,735,135,0
90591,90592,CO,212,IAH,SJU,1,610,252,1
36723,36724,FL,805,BWI,BOS,5,390,80,0
356338,356339,WN,857,ISP,MCO,2,805,170,1
206454,206455,WN,1472,DEN,LAX,1,380,155,0
113024,113025,US,928,CLT,ORD,2,868,120,1
371585,371586,DL,1771,JFK,MIA,3,645,194,0
502166,502167,OO,4547,ORD,SLC,3,1110,210,1
452574,452575,EV,5161,CHA,ATL,1,458,61,0
346897,346898,OO,6462,LAX,SMF,1,1345,79,1
168322,168323,DL,2994,PBI,ATL,5,975,114,0
212229,212230,MQ,3915,TUL,ORD,1,675,115,1
319379,319380,XE,2495,BHM,IAH,7,788,114,0
141548,141549,DL,1686,ATL,LGA,4,520,150,0
18201,18202,MQ,3894,XNA,ORD,4,365,100,0
249165,249166,WN,2181,SEA,RNO,3,780,95,1
467234,467235,OH,6495,JFK,IAH,1,1230,262,0
445536,445537,WN,310,GEG,OAK,7,1055,130,1
396793,396794,US,1524,CLT,SYR,4,990,106,1
166201,166202,OO,6815,CEC,SFO,5,862,85,1
187342,187343,WN,2753,PHX,SNA,6,1170,70,1
378370,378371,DL,1119,ATL,RIC,3,1000,94,0
420508,420509,WN,1925,SJC,PDX,6,540,110,0
59185,59186,UA,431,CMH,ORD,6,659,76,0
391995,391996,XE,5997,ALB,ORD,4,737,149,0
157902,157903,YV,7291,IAD,LGA,5,434,75,0
159182,159183,FL,807,BWI,BOS,5,500,79,0
425867,425868,EV,7124,LGA,IAD,6,865,84,1
162928,162929,DL,2562,LAX,JFK,5,690,332,0
524208,524209,XE,2616,LRD,IAH,5,345,65,0
469535,469536,WN,779,MDW,STL,2,380,65,1
290768,290769,DL,2084,MSP,DTW,5,1055,105,1
162133,162134,WN,11,HOU,STL,5,650,110,0
273783,273784,XE,3146,PHX,IAH,4,1130,144,0
334640,334641,AS,510,SEA,SNA,1,630,165,0
510557,510558,WN,930,MDW,LGA,4,585,125,0
508458,508459,DL,2570,RSW,CVG,4,480,145,0
460579,460580,MQ,3980,ORD,ICT,1,875,120,0
276733,276734,DL,2112,BHM,ATL,5,330,58,0
293972,293973,AA,1194,MIA,BDL,5,1235,175,1
92304,92305,WN,1027,DAL,MSY,1,695,80,1
319741,319742,AA,795,LGA,MIA,7,810,195,1
207275,207276,WN,1231,ISP,TPA,1,420,185,0
105925,105926,WN,2461,PHL,DEN,2,480,285,0
331200,331201,AA,1929,SFO,LAX,1,455,90,0
522783,522784,DL,1894,ATL,PNS,4,1235,81,0
411336,411337,DL,1903,ATL,LAS,5,810,270,0
266705,266706,OO,6416,ACV,SFO,4,758,78,1
250676,250677,9E,4265,MEM,FSM,3,865,72,0
243915,243916,MQ,3192,SJC,LAX,3,500,80,0
335899,335900,EV,5185,SAV,ATL,1,692,73,0
532488,532489,DL,2774,MSP,MEM,5,795,125,1
263258,263259,AA,1879,TPA,MIA,4,585,65,1
83282,83283,WN,1233,BWI,PIT,7,1175,60,1
203311,203312,FL,496,CLT,BWI,7,1159,86,1
275972,275973,OO,6393,SFO,PSC,4,1280,108,1
18789,18790,DL,2946,IAH,MSP,4,395,165,0
265283,265284,MQ,4456,JFK,BOS,4,685,65,0
166213,166214,9E,4171,DTW,BGM,5,865,83,0
349365,349366,CO,128,IAH,MSY,2,450,68,0
330849,330850,WN,507,TPA,LAS,1,435,310,0
229705,229706,DL,1564,MSP,DCA,2,665,139,1
117405,117406,B6,662,MCO,BUF,2,1104,149,0
360508,360509,AS,98,ANC,SEA,2,1025,205,0
410981,410982,US,1492,MIA,CLT,5,789,121,0
488773,488774,FL,1032,PIT,RSW,3,420,168,0
8018,8019,AA,863,MIA,SJU,3,760,145,1
430379,430380,OO,6398,SFO,BOI,6,1156,92,1
118569,118570,OO,6956,DEN,HSV,2,1170,146,0
218712,218713,OO,6556,DEN,TUL,1,1018,89,0
255805,255806,9E,4128,RDU,BDL,3,1140,125,1
140682,140683,AA,1234,MIA,TPA,4,480,55,0
444736,444737,EV,5338,LFT,MEM,7,1020,80,1
394788,394789,DL,1286,RIC,ATL,4,887,113,1
121943,121944,DL,2147,MHT,ATL,3,420,184,0
318937,318938,DL,2771,MCI,ATL,7,765,119,1
272953,272954,CO,1798,DEN,IAH,4,1081,156,1
356284,356285,OO,6374,ASE,ORD,2,804,170,1
439827,439828,DL,1689,PHL,DTW,7,755,110,0
125607,125608,US,975,MSP,CLT,3,610,149,1
231260,231261,WN,3659,BNA,BHM,2,745,50,1
232410,232411,OO,6554,DEN,FAR,2,810,107,0
88490,88491,AA,367,FLL,DFW,1,505,195,0
81566,81567,WN,901,LAS,ABQ,7,1080,85,0
350358,350359,DL,2714,SEA,MSP,2,500,198,0
68470,68471,AA,2127,PHL,MIA,7,365,175,0
508,509,XE,5905,ABE,ORD,3,360,136,1
537751,537752,EV,5124,PHF,ATL,5,1130,119,0
172328,172329,9E,4187,MEM,DAL,5,1185,94,0
531507,531508,AS,880,OGG,OAK,5,740,282,0
174789,174790,9E,3684,PIT,JFK,6,380,106,0
379533,379534,OO,4514,OKC,SLC,3,1055,145,1
74823,74824,US,1526,DEN,CLT,7,725,183,0
147825,147826,DL,2469,ATL,MCO,4,845,91,0
496949,496950,DL,1325,DTW,CLT,3,840,110,1
112579,112580,OO,7811,GCC,SLC,2,840,122,1
101257,101258,WN,3339,LAX,OAK,1,1170,75,1
431743,431744,OO,6462,LAX,SMF,6,1345,83,1
178310,178311,OO,6831,ORD,COS,6,587,153,0
273417,273418,AS,471,LAX,SEA,4,1110,167,1
85814,85815,WN,28,BOS,BWI,1,365,110,0
43444,43445,WN,316,BWI,JAN,5,730,165,0
383293,383294,WN,1106,PHX,BUR,3,1290,85,1
28647,28648,DL,2795,SLC,SAN,4,905,108,0
200927,200928,AS,161,ADK,ANC,7,1035,168,0
486385,486386,WN,1328,DEN,LAX,2,1290,155,1
315471,315472,WN,1235,BNA,BWI,7,580,95,1
489985,489986,MQ,3233,DFW,CRP,3,480,80,0
269197,269198,OH,6503,JFK,IAD,4,890,106,0
78297,78298,FL,174,RSW,ATL,7,913,108,0
272384,272385,B6,937,ORD,LGB,4,1055,267,1
257587,257588,AA,351,DFW,LAS,3,1260,170,1
276793,276794,DL,2320,PBI,ATL,5,345,113,1
381953,381954,FL,430,MKE,SEA,3,1185,261,1
134805,134806,CO,5,IAH,MSY,3,1105,71,1
268464,268465,OO,6620,LAX,RNO,4,854,85,1
422926,422927,DL,2132,MSP,GEG,6,690,188,1
264627,264628,AA,400,DFW,JFK,4,655,205,1
221953,221954,US,493,PHX,DEN,1,1190,110,0
267386,267387,DL,1222,RNO,SLC,4,795,83,1
452837,452838,AA,1099,IND,DFW,1,475,150,1
480290,480291,WN,2010,PHX,SAN,2,935,70,1
527429,527430,AA,1383,MSP,DFW,5,525,155,0
483602,483603,WN,395,LIT,DAL,2,1105,65,1
23510,23511,WN,441,SAN,SFO,4,635,105,1
338102,338103,DL,1409,MSP,DEN,1,810,128,1
216419,216420,CO,1468,EWR,LAS,1,895,348,0
312864,312865,WN,2547,ORF,MCO,7,435,125,0
312732,312733,CO,40,LAX,EWR,7,430,320,1
430790,430791,B6,598,MCO,HPN,6,1190,149,1
194809,194810,US,966,CLT,BNA,7,707,88,0
328756,328757,CO,229,DEN,EWR,7,1439,221,0
63821,63822,US,239,SFO,PHX,6,935,115,0
218617,218618,EV,7066,CAE,ORD,1,1012,128,0
499314,499315,DL,2770,MEM,MSP,3,965,131,1
57978,57979,XE,2653,IAH,ELP,6,585,113,0
179663,179664,WN,1444,CLE,MDW,6,665,80,0
38181,38182,B6,336,MCO,IAD,5,465,120,1
325897,325898,UA,939,DEN,SAN,7,1135,149,1
525643,525644,UA,916,SEA,IAD,5,425,296,0
159519,159520,DL,2890,ATL,DAY,5,515,102,0
125354,125355,AA,1156,ORD,MIA,3,600,185,1
337744,337745,DL,2834,MSP,TPA,1,790,192,1
160194,160195,XE,2775,EWR,AVL,5,545,141,1
50813,50814,AA,594,SJU,BWI,5,1120,235,0
14436,14437,WN,525,MCI,MDW,3,1100,80,1
477125,477126,US,333,TUS,PHX,2,770,51,0
363646,363647,EV,7129,CVG,ORD,2,1189,86,1
363770,363771,WN,2012,HOU,FLL,2,1195,135,1
187879,187880,UA,483,ORD,PDX,6,1245,279,0
202252,202253,WN,315,LAS,MKE,7,1100,200,1
340505,340506,US,1764,JAX,CLT,1,935,78,0
343854,343855,OO,6493,DEN,PSP,1,1109,135,0
25903,25904,MQ,2706,GRR,DFW,4,760,170,0
278697,278698,XE,5998,ABE,ORD,5,430,136,0
412371,412372,US,1015,CLT,PBI,5,870,108,0
183432,183433,EV,4948,MLB,ATL,6,890,101,0
376266,376267,DL,1917,ATL,DEN,3,890,201,1
30875,30876,UA,588,DFW,IAD,4,1022,176,1
108332,108333,MQ,4014,ORD,IND,2,610,60,1
407457,407458,WN,1391,OAK,PHX,5,600,115,1
518175,518176,MQ,4122,TRI,ORD,4,985,120,1
